Название магазина,Дата и время,Долгота,Широта,Категория,Бренд,Номер карты,Количество товаров,Стоимость
OBI,2012-07-03 14:55,30.146803,59.993579,Герметики и монтажная пена,Quilosa,5469072117717623,5,310
OBI,2017-05-21 11:53,30.382358,60.089826,Садовая мебель,4 Seasons Outdoor,5469072117717623,16,60000
Пятёрочка,2017-06-07 13:03,30.243763,59.930595,Бакалея,Hercules,5469072117717623,5,120
Перекрёсток,2021-09-17 23:59,30.271738,59.900631,Экологически чистые продукты,Dr. Hauschka,5469072117717623,5,320
Elny,2021-08-13 10:03,30.315904,59.926132,Женская одежда,Mango,5123031818314929,27,3500
Телемаркет24,2012-01-17 18:31,30.210541,59.862431,Батарейки и зарядные устройства,Xiaomi,5123031818314929,32,450
ТехноНИКОЛЬ,2016-11-26 16:55,30.282577,60.073813,Поливочные системы,Nelson,5123031818314929,5,9000
Дизель спот,2024-02-22 13:01,30.444036,59.950531,Двигатели и компоненты,BorgWarner,5123031818314929,9,140000
Дизель спот,2013-02-17 17:58,30.468788,59.960016,Автомобильные масла и жидкости,Pennzoil,5484557685101116,25,2500
DreamWhite,2013-02-15 19:49,30.332892,59.792867,Домашняя одежда,Zara,4279681473794992,33,2500
М.Видео,2020-08-05 19:28,30.248668,59.859074,Накопители данных,G-Technology,4245445859558924,5,7500
Дизель спот,2013-03-24 22:07,30.468788,59.960016,Автосигнализации и охранные системы,Steel Mate,4245445859558924,6,20000
VAG Club,2021-10-08 14:34,30.444139,60.000501,Автоинструменты и оборудование,DeWalt,4245445859558924,5,16000
РеалЪ,2014-03-05 14:56,30.323975,59.938986,Готовые блюда,Сытоедов,4245445859558924,5,230
GATE31,2013-11-15 09:38,30.344614,59.930422,Головные уборы,Tommy Hilfiger,4289062463651056,16,3200
Автотрейд,2024-08-02 16:50,30.382569,59.889669,Топливные системы,Holley,4289062463651056,20,12000
Пятёрочка,2023-07-18 20:58,30.367478,59.926185,Безалкогольные напитки,Pepsi,4289062463651056,20,100
OBI,2016-12-23 11:41,30.518781,59.894747,Системы водоснабжения,Henco,4289062463651056,28,15000
Максидом,2022-03-29 16:49,30.267628,59.95185,Строительные материалы,USG,4245423960778951,5,3400
РеалЪ,2016-11-11 06:35,30.355607,59.94412,Диетические продукты,Vital Proteins,4245423960778951,5,2200
DreamWhite,2024-05-03 20:25,30.332892,59.792867,Одежда для йоги,Manduka,6768962532767095,5,4500
РеалЪ,2022-09-11 01:31,30.434275,59.943566,Мясо и птица,Мясная лавка,6768962532767095,6,480
Дизель спот,2022-01-13 19:13,30.468788,59.960016,Системы охлаждения,CSF Radiators,6768962532767095,18,12000
Авто Стори,2017-01-31 21:06,30.47283,59.885293,Системы охлаждения,Mishimoto,6768962532767095,5,16000
Авто Стори,2020-02-08 16:30,30.385865,59.892103,Топливные системы,Beck/Arnley,6768962532767095,50,9000
Дон Телефон,2017-09-21 19:53,30.321769,59.927084,Ноутбуки,Chuwi,4276811052802167,5,40000
Сатурн,2024-05-26 14:50,30.370351,59.927948,Лестницы и стремянки,Krause,4276811052802167,36,12000
Сатурн,2014-05-08 17:30,30.418535,59.927553,Системы отопления,Fondital,4276811052802167,40,90000
VAG Club,2019-03-21 13:20,30.22647,59.996275,Электрооборудование,Lucas,6768039288085637,30,8500
РеалЪ,2019-09-12 05:24,30.205626,59.855048,Органические продукты,Earth's Best,6768039288085637,49,140
Сатурн,2019-08-30 19:23,30.478427,59.858923,Садовая техника,John Deere,6768039288085637,22,80000
ТехноНИКОЛЬ,2016-08-01 11:17,30.282577,60.073813,Садовые постройки,Shire,6768039288085637,5,38000
Ашан,2019-11-14 13:54,30.389656,60.053224,Экологически чистые продукты,Ecover,6768039288085637,5,280
Barleone,2021-10-28 11:57,30.293232,59.959192,Спортивная одежда,Under Armour,5543860143523029,5,7500
Максидом,2023-06-27 15:06,30.267628,59.95185,Вентиляция и кондиционирование,Cooper&Hunter,5543860143523029,5,92000
GATE31,2024-10-08 11:25,30.345298,59.930685,Эко-одежда,Veja,5543860143523029,19,12000
Лента,2013-07-31 16:24,30.468139,59.85992,Супы и бульоны,Swanson,4130479365433982,25,190
VAG Club,2012-04-08 22:44,30.22647,59.996275,Электрооборудование,Delphi,4023126826945049,5,11000
Лента,2021-11-24 19:44,30.377945,59.979602,Детское питание,Milupa,4023126826945049,5,160
Babochka,2012-02-29 15:05,30.329989,59.935103,Джинсы и брюки,Dockers,4274163935478389,6,6000
Автотрейд,2020-08-22 22:03,30.169871,59.815811,Автомобильные лампы и освещение,Nighteye,4274163935478389,5,1600
Дон Телефон,2015-11-02 15:29,30.320953,59.927913,Батарейки и зарядные устройства,HyperJuice,5101264085795933,26,620
Лента,2025-03-11 19:26,30.083939,59.724489,Хлеб и выпечка,Каравай Кубани,5101264085795933,34,55
Автотрейд,2013-05-07 09:14,30.235785,59.992793,Подвеска и рулевое управление,Corteco,5101264085795933,5,10000
Телемаркет24,2014-01-03 23:31,30.424798,60.048503,Электронные книги,Kobo,5101264085795933,5,9000
DreamWhite,2014-11-14 20:52,30.359178,59.938404,Одежда для беременных,Ingrid & Isabel,5101264085795933,5,4200
Дикси,2018-04-18 19:47,30.306834,59.970594,Молочные продукты,Tema,4023117139356051,5,70
DreamWhite,2016-11-27 11:31,30.359178,59.938404,Спортивные костюмы,Champion,4023117139356051,5,7000
DNS,2024-01-25 10:50,30.335569,59.922337,3D-принтеры и аксессуары,Monoprice,4276670010673683,53,25000
Телемаркет24,2015-07-10 09:55,30.377959,59.830567,Смартфоны и мобильные телефоны,Nothing,4670581420642244,28,37000
М.Видео,2012-02-18 17:37,30.206292,59.990749,Игровые консоли и аксессуары,Razer,4670581420642244,75,15000
Ашан,2019-03-27 18:21,30.350265,59.868921,Орехи и сухофрукты,Fit Parad,4670581420642244,5,490
Афоня,2024-05-20 09:50,30.465252,59.880264,Электрика,Eaton,4670581420642244,9,4800
VAG Club,2023-12-01 18:38,30.22647,59.996275,Трансмиссии,Magna,4670581420642244,5,125000
Афоня,2018-02-27 15:46,30.507137,59.9086,Отделочные материалы,Gyproc,4023122354879674,5,4800
Лемана Про,2022-03-07 13:36,30.390059,60.055245,Фасадные материалы,Sto,4023122354879674,5,1450
РеалЪ,2020-05-08 09:17,30.395134,59.739688,Рыба и морепродукты,Морская звезда,4023122354879674,5,610
Максидом,2021-08-10 13:08,30.38423,60.002149,Крепеж и метизы,Sormat,4274757700950400,21,3300
Porivay Suit,2018-01-20 16:49,30.348972,59.914947,Спортивные костюмы,Nike,4274757700950400,5,10000
StoreDima,2018-09-18 15:38,30.32422,59.929012,Программируемые устройства,Arduino,4893480451813179,7,3000
Азбука вкуса,2024-01-21 14:55,30.14606,59.994265,Фрукты и овощи,Rainier Fruit,4893480451813179,6,320
VAG Club,2016-01-07 20:52,30.444139,60.000501,Автомобильные аптечки и аварийные наборы,Автокомплект,4893480451813179,5,2500
Porivay Suit,2012-08-02 12:16,30.348972,59.914947,Домашняя одежда,Under Armour,4893480451813179,12,2900
Авто Стори,2023-12-14 20:41,30.385865,59.892103,Автосигнализации и охранные системы,Meta System,4893480451813179,5,27000
Barleone,2014-03-30 11:41,30.293232,59.959192,Одежда для работы,Tommy Hilfiger,5176477421663064,16,11000
Elny,2023-10-24 13:00,30.379255,59.826746,Костюмы и пиджаки,Paul Smith,5176477421663064,11,50000
Babochka,2016-04-25 15:13,30.329209,59.793891,Детская одежда,Puma,5176477421663064,19,3200
Elny,2017-11-08 15:44,30.378002,59.83122,Верхняя одежда,Levi's,5176477421663064,22,16000
Porivay Suit,2013-05-28 08:11,30.356776,59.915184,Эко-одежда,Everlane,4276013229498917,30,11000
Сатурн,2019-06-25 16:04,30.334153,59.946841,Системы безопасности,FLIR Systems,4288047384768509,7,50000
Ашан,2020-07-20 18:41,30.389656,60.053224,Хлеб и выпечка,Старооскольский хлеб,4245445143922841,23,65
Автотрейд,2016-08-15 10:22,30.382332,59.889032,Топливные системы,Mahle,4245448906569097,26,9500
СтройХаус,2013-05-10 17:49,30.44978,60.036823,Краски и лаки,Dulux,4245425744669903,32,2200
Перекрёсток,2015-02-22 20:45,30.360907,59.926745,Орехи и сухофрукты,Азбука Вкуса,4245425744669903,12,550
VAG Club,2020-12-12 23:26,30.22647,59.996275,Тормозные системы,Brembo,4245425744669903,43,15000
GATE31,2024-03-12 21:04,30.345298,59.930685,Белье и ночные сорочки,Intimissimi,4245425744669903,12,3000
DNS,2012-04-24 10:41,30.265557,59.879634,Настольные компьютеры,Lenovo,6768619515676574,12,80000
Авто Стори,2019-01-05 21:07,30.47283,59.885293,Двигатели и компоненты,TRW,5484383154115139,5,85000
Elny,2015-06-05 12:13,30.361476,59.932748,Одежда для беременных,Motherhood Maternity,5484383154115139,11,4000
VAG Club,2020-09-17 07:06,30.444139,60.000501,Автозвук и мультимедиа,Audison,5484383154115139,5,19000
Телемаркет24,2014-03-19 20:58,30.272169,60.002172,Фото- и видеокамеры,Insta360,5484383154115139,9,35000
Лента,2018-03-11 15:42,30.093751,59.851775,Супы и бульоны,365 Everyday Value,5484383154115139,37,150
StoreDima,2017-02-26 15:17,30.32422,59.929012,Настольные компьютеры,Falcon Northwest,5268232301103088,22,140000
VAG Club,2016-09-11 20:37,30.444139,60.000501,Автомобильные аксессуары,Hella,5268232301103088,16,3500
Дон Телефон,2024-06-03 18:50,30.321769,59.927084,Принтеры и сканеры,Primera,6768933447565419,5,23000
Автотрейд,2023-02-22 15:34,30.382332,59.889032,Тормозные системы,Centric,6768933447565419,8,11000
Ситилинк,2016-02-24 13:18,30.346139,59.984652,Фото- и видеокамеры,Pentax,6768933447565419,5,40000
Elny,2017-12-24 11:40,30.268161,59.849699,Женская одежда,Free People,6768933447565419,9,4200
Азбука вкуса,2023-07-13 15:26,30.34879,59.94209,Хлеб и выпечка,Семейный хлеб,5268236570433572,5,60
restore,2024-11-26 13:27,30.446447,59.911725,Дроны и робототехника,Sky Viper,5268236570433572,9,12000
Афоня,2024-07-17 13:11,30.387845,60.00248,Садовый инвентарь,DeWalt,5268236570433572,44,5800
Лемана Про,2018-10-05 18:56,30.273169,60.073772,Сантехника,Grohe,4023112998950542,5,20000
М-Стерео,2017-09-02 20:54,30.367216,59.935317,Ноутбуки,Lenovo,4023112998950542,29,60000
Азбука вкуса,2017-08-13 23:47,30.359189,59.931679,Экологически чистые продукты,Alter Eco,4023112998950542,10,260
Eurospar,2015-11-09 18:10,30.334406,59.935163,Чай и кофе,Paulig,4023112998950542,5,260
Пятёрочка,2021-01-07 14:12,30.305995,59.959287,Замороженные продукты,Lean Cuisine,5176477871883810,5,350
Петрович,2015-08-16 20:56,30.636334,60.032571,Фасадные материалы,Technonicol,5176471421162803,28,1450
Лемана Про,2016-12-16 22:10,30.236232,60.038227,Системы отопления,Navien,5176471421162803,5,95000
Ситилинк,2021-11-03 18:54,29.77502,59.907448,Сетевые сервисы и подписки,Slack,5176471421162803,42,6000
DNS,2019-12-17 16:51,30.254699,59.988516,Кабели и адаптеры,Lenovo,5176471421162803,5,1700
Ситилинк,2023-11-07 18:37,30.318437,59.787778,Принтеры и сканеры,Lexmark,5278837466251984,5,26000
Elny,2019-04-28 22:52,30.14755,59.581967,Свитера и кардиганы,Superdry,5278837466251984,12,6000
Babochka,2019-09-02 17:22,30.336152,59.802006,Эко-одежда,Girlfriend Collective,5278837466251984,61,10000
Elny,2024-10-27 23:44,30.361476,59.932748,Одежда больших размеров,Simply Be,5278837466251984,5,4300
Дизель спот,2012-05-22 18:24,30.444036,59.950531,Автомобильные аптечки и аварийные наборы,Автопрофи,5278837466251984,5,2100
Магнит,2022-07-16 18:00,30.225342,59.949801,Масла и жиры,Благо,5188169133019252,5,135
Азбука вкуса,2017-01-28 10:00,30.14606,59.994265,Алкогольные напитки,Campari,6762801574969501,5,1500
Авто Стори,2012-05-22 15:16,30.385865,59.892103,Трансмиссии,Schaeffler,6762801574969501,66,130000
Телемаркет24,2015-08-22 14:30,30.210541,59.862431,Кабели и адаптеры,StarTech,6762801574969501,6,1600
СтройХаус,2014-11-08 20:12,30.249159,59.987033,Поливочные системы,Melnor,6762801574969501,33,9500
Авто Стори,2014-09-11 11:35,30.47283,59.885293,Автоинструменты и оборудование,Matco Tools,5488377427626472,45,18000
VAG Club,2023-07-16 22:10,30.444139,60.000501,Автозвук и мультимедиа,Cerwin-Vega,5488377427626472,5,11000
Babochka,2012-04-30 14:28,30.342662,59.945058,Перчатки и шарфы,Michael Kors,5488377427626472,5,16000
Автотрейд,2019-12-20 16:52,30.169871,59.815811,Системы охлаждения,Gates,4023112096663735,5,11000
Телемаркет24,2019-03-17 20:59,30.355724,59.922592,3D-принтеры и аксессуары,Geeetech,4023112096663735,5,30000
Ситилинк,2021-01-21 09:17,30.204986,59.986117,Программируемые устройства,Texas Instruments,4272306090445961,16,4200
Авто Стори,2016-07-20 09:49,30.47283,59.885293,Автозвук и мультимедиа,Clarion,4023111671473271,45,12000
Дон Телефон,2021-05-02 19:58,30.321769,59.927084,Системы безопасности,Tyco,4023111671473271,5,27000
Автотрейд,2017-02-15 13:38,30.382569,59.889669,Автоинструменты и оборудование,Proto,4023111671473271,5,15000
Elny,2016-08-24 19:34,30.412877,59.944877,Женская одежда,Uniqlo,4023111671473271,5,2700
Сатурн,2012-08-22 09:40,30.418535,59.927553,Садовые постройки,Duramax,5268232605051314,11,46000
Eurospar,2019-02-27 19:48,30.300629,59.96729,Продукты для диабетиков,Glucerna,5123035675847771,47,800
Elny,2014-05-27 20:24,30.275569,59.852219,Спортивная одежда,Hoka One One,5123035675847771,17,7200
ТехноНИКОЛЬ,2018-05-24 18:25,30.432281,59.897979,Герметики и монтажная пена,Bostik,5123035675847771,19,360
VAG Club,2024-08-03 21:13,30.444139,60.000501,Автозвук и мультимедиа,Kicker,5123035675847771,35,14000
Ашан,2020-11-15 12:41,30.513685,59.894625,Хлеб и выпечка,Семейный хлеб,5123035675847771,5,60
Дизель спот,2020-07-11 16:36,30.444036,59.950531,Автомобильные лампы и освещение,Jahn,5452249491072983,7,1200
Ашан,2024-08-09 23:09,30.514683,59.893525,Экологически чистые продукты,Pukka,5452249491072983,12,220
GATE31,2022-12-21 20:49,30.309594,59.964426,Одежда для дома,Etam,5452249491072983,5,2800
Elny,2016-10-10 14:24,30.273866,59.941915,Одежда для активного отдыха,Prana,4245439344274337,5,10000
Лента,2024-05-17 04:54,30.34481,60.036093,Специи и пряности,Catch,4245439344274337,5,115
restore,2019-09-01 15:46,30.445639,59.980758,Телефоны и оборудование для стационарной связи,Yealink,4245439344274337,5,8000
Мастеровой,2021-11-27 13:28,30.361738,59.943736,Системы водоснабжения,Rehau,5411590683954655,5,20000
GATE31,2024-12-11 15:04,30.360159,59.943736,Платья и юбки,Sinsay,5411590683954655,43,2500
Ситилинк,2019-10-18 12:40,30.3502,59.928002,Компьютерные периферийные устройства,Turtle Beach,5411590683954655,5,14000
ТехноНИКОЛЬ,2021-06-12 20:48,30.432281,59.897979,Напольные покрытия,Amtico,5411590683954655,5,2200
Мастеровой,2013-04-12 10:55,30.314322,59.926366,Садовая техника,Karcher,4023127932045772,20,45000
Дон Телефон,2012-02-24 10:32,30.321769,59.927084,Системы безопасности,Swann,4023127932045772,5,18000
Porivay Suit,2017-01-11 18:56,30.356776,59.915184,Одежда для дома,Hollister,4274225931718642,5,2700
VAG Club,2024-04-18 10:49,30.22647,59.996275,Автомобильные масла и жидкости,Valvoline,5469500388738568,32,2300
Афоня,2020-07-20 14:39,30.315086,59.855442,Садовые постройки,Treetop Products,5176475347964975,30,41000
Babochka,2018-04-19 14:23,29.872112,60.171461,Женская одежда,Forever 21,4658824887765932,5,2200
Пятёрочка,2020-11-28 20:40,30.290775,59.957928,Снеки и чипсы,Herr's,4658824887765932,11,140
VAG Club,2023-05-16 16:05,30.444139,60.000501,Автомобильные аксессуары,Goodyear,4245442032574508,5,3000
Babochka,2022-07-20 12:42,30.379816,59.925405,Белье и ночные сорочки,Calvin Klein,4245442032574508,8,4000
Дизель спот,2020-06-10 15:11,30.235619,59.993021,Трансмиссии,Schaeffler,5252450168426330,38,130000
Ашан,2018-05-05 10:55,30.25689,59.990167,Сладости и десерты,Lindt,5252450168426330,32,500
Дизель спот,2023-11-02 23:13,30.444036,59.950531,Автомобильные аптечки и аварийные наборы,АВТОМАШ,5252450168426330,5,3000
StoreDima,2024-05-27 10:48,30.32422,59.929012,Сетевые сервисы и подписки,Atlassian,5252450168426330,5,7000
Ашан,2015-08-07 14:18,30.400781,59.899965,Напитки,San Pellegrino,5488423506833140,17,120
StoreDima,2021-03-18 20:05,30.32422,59.929012,Офисная техника,ASUS,5488423506833140,5,32000
Ашан,2013-10-02 18:46,30.457308,59.778,Фрукты и овощи,Rainier Fruit,5488423506833140,23,320
Перекрёсток,2019-07-21 17:48,30.360907,59.926745,Диетические продукты,Herbalife,5488423506833140,5,1500
Азбука вкуса,2016-03-19 06:25,30.225444,59.942178,Сладости и десерты,Lindt,5488423506833140,20,500
Автотрейд,2023-06-22 11:05,30.382569,59.889669,Автомобильные аксессуары,Yakima,4276573481186620,13,14000
Porivay Suit,2021-10-10 15:47,30.356776,59.915184,Одежда для сна,Lunya,4276573481186620,5,6000
Автотрейд,2022-10-25 09:59,30.382569,59.889669,Подвеска и рулевое управление,Proforged,4276573481186620,5,13500
Авто Стори,2012-01-31 22:32,30.47283,59.885293,Автомобильные аптечки и аварийные наборы,Пилот,4276573481186620,14,1800
РеалЪ,2020-02-01 20:41,30.414817,60.01616,Бакалея,Uncle Ben's,4276573481186620,29,220
Дизель спот,2019-08-26 14:30,30.235619,59.993021,Системы охлаждения,Stant,4274660874289742,5,10000
Eurospar,2022-08-22 20:15,30.334406,59.935163,Готовые блюда,Магги,4274660874289742,5,150
Eurospar,2021-11-27 10:34,30.34903,59.945452,Сладости и десерты,M&M's,4274660874289742,5,300
OBI,2020-09-26 12:11,30.147238,59.993572,Вентиляция и кондиционирование,General Climate,4274660874289742,46,70000
Porivay Suit,2012-09-26 17:28,30.348972,59.914947,Белье и ночные сорочки,H&M,4274660874289742,5,1500
Лента,2018-04-15 15:37,30.334796,59.976801,Диетические продукты,GNC,5200629687582254,19,2100
Дикси,2023-01-23 19:37,30.266167,59.933817,Экологически чистые продукты,Provamel,5200629687582254,10,210
Дон Телефон,2017-06-20 21:24,30.320953,59.927913,Настольные компьютеры,Dell,5200629687582254,5,90000
Babochka,2015-07-06 22:17,30.329209,59.793891,Свитера и кардиганы,Levi's,5200629687582254,38,6000
Максидом,2020-09-09 13:20,30.267628,59.95185,Отделочные материалы,Sniezka,4023115231927045,20,4300
Babochka,2021-06-11 21:12,30.328896,59.793756,Одежда для беременных,PinkBlush Maternity,4023115231927045,5,3200
PisterGSM,2017-06-14 22:22,30.36603,59.932429,Сетевое оборудование,Netgear,4023115231927045,5,7000
Азбука вкуса,2024-06-19 17:20,30.314295,60.04879,Чай и кофе,Davidoff,4023115231927045,5,310
Babochka,2013-03-24 22:02,30.336152,59.802006,Одежда для дома,Bershka,4023115231927045,49,1600
М.Видео,2024-03-25 18:06,30.511585,59.894069,Мониторы,Apple,4274286858068297,5,60000
Eurospar,2016-12-29 07:15,30.34903,59.945452,Чай и кофе,Tess,4274286858068297,7,130
Автотрейд,2016-05-29 21:38,30.235785,59.992793,Системы охлаждения,Mishimoto,4245424167813100,20,16000
Авто Стори,2025-04-10 13:52,30.385865,59.892103,Автомобильные аксессуары,Michelin,4245424167813100,26,2500
М-Стерео,2025-04-09 19:26,30.355453,59.938372,Программное обеспечение,Adobe,4245424167813100,22,120000
Eurospar,2017-03-31 03:47,30.300629,59.96729,Масла и жиры,Росмасло,4245424167813100,17,130
СтройХаус,2023-04-28 21:44,30.409452,60.075356,Инструменты и оборудование,Skil,4245424167813100,5,14000
GATE31,2015-12-26 16:59,30.309594,59.964426,Сумки и рюкзаки,Coach,4023123464790792,5,80000
Лемана Про,2012-05-31 10:22,30.245264,59.955058,Вентиляция и кондиционирование,Midea,4023129172965235,5,88000
PisterGSM,2015-04-11 19:36,30.36603,59.932429,Системы безопасности,Dahua,4023129172965235,5,24000
Elny,2013-09-02 09:24,30.409664,59.928271,Женская одежда,COS,4023129172965235,5,4000
Авто Стори,2012-06-25 17:14,30.385865,59.892103,Тормозные системы,TRW,4023129172965235,5,10000
GATE31,2023-07-30 14:08,30.346968,59.918223,Одежда для йоги,Electric & Rose,5268238408420580,5,7000
Barleone,2023-02-14 15:03,30.293232,59.959192,Сумки и рюкзаки,Celine,5268238408420580,37,150000
Максидом,2024-11-05 11:07,30.36521,59.811704,Системы отопления,Protherm,5268238408420580,5,85000
СтройХаус,2015-05-31 13:24,30.249159,59.987033,Системы отопления,Atlantic,5268238408420580,6,95000
GATE31,2022-07-26 19:00,30.346968,59.918223,Женская одежда,H&M,4023129452167032,21,2500
Лемана Про,2016-02-11 17:36,30.160162,59.805373,Декоративные элементы,DecoStar,4023129452167032,26,1700
Сатурн,2013-10-11 22:16,30.392081,59.889243,Вентиляция и кондиционирование,Hitachi,4023129452167032,18,128000
DreamWhite,2013-06-07 19:26,30.359178,59.938404,Детская одежда,H&M,4023129452167032,10,2200
Лемана Про,2021-06-10 21:01,30.398137,59.800127,Напольные покрытия,Polyflor,4276725376956031,43,1850
DNS,2017-11-27 13:19,30.38151,59.702543,Накопители данных,SanDisk,4276725376956031,5,5000
Дикси,2022-06-02 10:06,30.332151,59.926595,Детское питание,Aptamil,4276725376956031,5,165
Ситилинк,2017-05-08 19:00,30.448774,60.031971,Компьютерные периферийные устройства,Microsoft,4276725376956031,11,16000
Дикси,2021-07-30 18:04,30.30517,59.928707,Рыба и морепродукты,Рыбный край,4276725376956031,5,590
Дизель спот,2019-01-08 08:24,30.444036,59.950531,Трансмиссии,Getrag,5482185375322907,12,135000
Barleone,2023-05-03 11:35,30.293232,59.959192,Одежда больших размеров,Lane Bryant,5482185375322907,25,4500
Автотрейд,2015-04-05 20:18,30.382569,59.889669,Шины и диски,Pirelli,5482185375322907,6,12500
Магнит,2021-11-05 10:04,30.301764,59.92892,Орехи и сухофрукты,Bombbar,5482185375322907,8,430
Автотрейд,2023-08-13 15:45,30.235785,59.992793,Шины и диски,Bridgestone,5482185375322907,12,11000
OBI,2021-09-30 13:46,30.146803,59.993579,Садовая мебель,Keter,5479132132114974,6,35000
Перекрёсток,2024-05-20 10:15,30.151735,59.993683,Продукты для спортсменов,Scivation,5583346828602370,13,2700
СтройХаус,2021-01-22 23:36,30.249342,60.034898,Кровельные материалы,Velux,5583346828602370,9,2700
Дизель спот,2016-11-03 22:56,30.468788,59.960016,Автомобильные лампы и освещение,Osram,5583346828602370,5,1400
StoreDima,2016-10-12 21:25,30.32422,59.929012,Аксессуары для мобильных устройств,ZAGG,5583346828602370,5,5000
Авто Стори,2019-06-06 15:52,30.385865,59.892103,Автомобильные масла и жидкости,BP,5583346828602370,5,2400
Barleone,2014-11-03 12:41,30.293232,59.959192,Сумки и рюкзаки,Tory Burch,5579662252229785,5,75000
Дикси,2016-12-23 14:40,30.289031,59.905105,Готовые блюда,Балтимор,5579662252229785,11,140
Porivay Suit,2024-09-14 09:10,30.356776,59.915184,Белье и ночные сорочки,H&M,5488370770593394,19,1500
VAG Club,2023-04-18 11:00,30.22647,59.996275,Автоинструменты и оборудование,Snap-on,5488370770593394,26,20000
DNS,2017-03-21 13:48,30.492643,59.895078,Планшеты,Asus,5488370770593394,40,40000
РеалЪ,2016-06-20 14:21,30.281212,59.850169,Чай и кофе,Gevalia,5488370770593394,5,270
OBI,2014-05-05 21:44,30.349319,59.871277,Герметики и монтажная пена,Isover,4274005585610241,5,380
Авто Стори,2013-07-05 18:03,30.47283,59.885293,Автосигнализации и охранные системы,Cenmax,4274005585610241,17,14000
Пятёрочка,2012-09-14 20:36,30.367992,60.013444,Диетические продукты,Orgain,4274005585610241,32,2100
М.Видео,2022-09-06 17:30,30.404724,59.863295,Телевизоры,Magnavox,5308271116862324,11,19000
Максидом,2018-04-19 14:52,30.386777,60.004162,Электрика,Eaton,4260370861778332,5,4800
Eurospar,2017-05-08 21:37,30.34903,59.945452,Продукты для спортсменов,MuscleTech,4260370861778332,12,3200
Дикси,2012-10-02 16:24,30.301414,59.903764,Напитки,Volvic,4260370861778332,9,95
restore,2020-03-09 18:45,30.320493,59.926461,Программное обеспечение,Mozilla,4260370861778332,38,50000
Barleone,2015-10-15 13:24,30.293232,59.959192,Одежда для особых случаев,Michael Kors,4260370861778332,9,200000
Мастеровой,2025-04-11 21:38,30.361738,59.943736,Отделочные материалы,Baumit,4274333070662200,5,5200
Дикси,2012-02-18 12:30,30.297767,59.964907,Фрукты и овощи,Dole,4274333070662200,40,150
DNS,2017-10-09 11:54,30.24694,60.017088,Сетевые сервисы и подписки,Dropbox,4274333070662200,5,6000
М.Видео,2015-03-15 16:16,30.353415,59.988312,Компьютерные периферийные устройства,Turtle Beach,4274333070662200,41,14000
Пятёрочка,2017-09-21 15:01,30.366307,59.94617,Чай и кофе,Jacobs,4274333070662200,18,240
Лемана Про,2019-06-24 19:03,30.273169,60.073772,Системы безопасности,Pelco,5189016818381284,5,37000
Babochka,2020-10-11 14:36,30.379816,59.925405,Одежда для сна,Uniqlo,5189016818381284,5,2500
GATE31,2013-09-05 15:56,30.360159,59.943736,Платья и юбки,H&M,5189016818381284,14,4000
Максидом,2017-10-17 21:46,30.386777,60.004162,Освещение,Hubbell,5189016818381284,5,1700
Перекрёсток,2016-09-15 15:14,30.503397,59.830954,Напитки,Fanta,5458077164523625,49,80
Babochka,2021-07-29 17:22,30.373729,59.927942,Обувь,Under Armour,6762807899247154,32,8500
Ситилинк,2015-07-30 20:36,30.384687,59.830638,Фото- и видеокамеры,Blackmagic Design,6762807899247154,5,100000
Лента,2025-03-24 08:56,30.327938,60.061285,Рыба и морепродукты,Рыбный день,6762807899247154,5,460
М.Видео,2016-12-29 20:21,30.583023,59.740675,Сетевые сервисы и подписки,Adobe,6762807899247154,29,15000
Barleone,2014-05-15 20:21,30.293232,59.959192,Обувь,Under Armour,6762807899247154,36,8500
М-Стерео,2015-09-21 18:32,30.367216,59.935317,Компьютерные периферийные устройства,Acer,5101266106744831,5,14000
Магнит,2020-12-26 15:31,30.26396,59.90816,Здоровое питание,Rude Health,5101266106744831,24,350
StoreDima,2023-05-23 10:07,30.32422,59.929012,Носимая электроника,Xiaomi,5101266106744831,24,15000
Сатурн,2021-03-07 18:38,30.355106,59.978333,Лестницы и стремянки,Hailo,5484290507823272,5,16000
М.Видео,2016-02-05 12:36,30.353415,59.988312,Настольные компьютеры,Alienware,5484290507823272,25,130000
Elny,2013-02-28 15:36,30.273866,59.941915,Мужская одежда,Prada,4023110661931228,5,22000
М.Видео,2012-03-01 08:25,30.511585,59.894069,Аудиооборудование,Bang & Olufsen,4023110661931228,18,60000
М-Стерео,2019-07-29 11:48,30.355453,59.938372,Сетевые сервисы и подписки,IBM,4023110661931228,5,14000
OBI,2016-08-19 10:05,30.316835,59.824291,Системы безопасности,Sony,4023110661931228,17,39000
Porivay Suit,2021-11-14 08:41,30.348972,59.914947,Свитера и кардиганы,American Eagle,4023110661931228,14,4000
restore,2025-02-03 20:54,30.367769,60.033526,Планшеты,Microsoft,5493029365504262,26,70000
Пятёрочка,2025-03-05 08:19,30.19693,59.989027,Крупы и макароны,De Cecco,5493029365504262,5,170
Лента,2022-05-18 20:23,30.238926,60.029599,Молочные продукты,Tema,5493029365504262,33,70
DreamWhite,2018-09-06 09:33,30.304204,59.960815,Футболки и майки,Superdry,5493029365504262,33,3400
Сатурн,2014-12-09 16:07,30.128095,59.995286,Краски и лаки,Eskaro,5493029365504262,18,2200
restore,2015-09-08 20:11,30.446447,59.911725,Настольные компьютеры,Zotac,4023113430522252,5,75000
