Название магазина,Дата и время,Долгота,Широта,Категория,Бренд,Номер карты,Количество товаров,Стоимость
Телемаркет24,2021-08-10 21:49,30.424798,60.048503,Сетевое оборудование,Zyxel,4023110706419981,5,5000
Дизель спот,2021-12-31 10:05,30.444036,59.950531,Системы охлаждения,Motorcraft,4023110706419981,5,14000
Авто Стори,2023-08-04 15:20,30.385865,59.892103,Автомобильные аксессуары,Armor All,4023110706419981,28,1500
VAG Club,2012-01-14 19:28,30.22647,59.996275,Автосигнализации и охранные системы,Sheriff,4276714669954845,14,15000
Porivay Suit,2018-11-30 14:54,30.348972,59.914947,Верхняя одежда,Tommy Hilfiger,4276714669954845,10,28000
Сатурн,2012-08-09 13:11,30.355106,59.978333,Системы канализации,Pragma,4276714669954845,7,10000
Сатурн,2019-01-10 14:53,30.363618,60.007905,Гипсокартон и комплектующие,Volma,5268235278384781,5,370
Elny,2015-09-16 10:29,30.34682,59.832252,Купальники и пляжная одежда,Roxy,5268235278384781,5,4800
Barleone,2012-04-15 21:31,30.293232,59.959192,Одежда для работы,Dockers,5268233305129560,8,8000
Пятёрочка,2018-10-06 08:12,30.371006,59.92902,Бакалея,Billa,5268233305129560,5,110
РеалЪ,2023-02-08 09:13,30.268052,60.01328,Напитки,Mountain Dew,4276447337224538,22,85
РеалЪ,2014-03-11 21:22,30.261479,59.973967,Фрукты и овощи,Sunset,5479760559669564,20,260
VAG Club,2019-09-27 16:26,30.22647,59.996275,Автомобильные аксессуары,Pioneer,5479760559669564,26,8000
Лента,2018-12-04 21:59,30.302922,59.907322,Продукты для вегетарианцев,Dr. Praeger's,5479760559669564,30,290
Максидом,2015-12-05 09:45,30.386777,60.004162,Вентиляция и кондиционирование,Panasonic,5479760559669564,31,130000
Дикси,2023-11-09 10:27,30.315406,59.961436,Бакалея,Maggi,5479760559669564,5,170
М-Стерео,2021-09-24 10:24,30.367216,59.935317,Сетевое оборудование,Huawei,5268234035874538,5,9000
Перекрёсток,2013-08-30 17:37,30.290068,59.959334,Хлеб и выпечка,Хлебозавод №5,5268234035874538,5,60
Автотрейд,2022-04-27 08:12,30.235785,59.992793,Автомобильные масла и жидкости,Valvoline,5268234035874538,17,2300
Петрович,2013-02-25 21:04,30.252079,59.952578,Напольные покрытия,Polyflor,5178062167766369,31,1850
Азбука вкуса,2012-10-15 21:22,30.14606,59.994265,Чай и кофе,Ahmad Tea,5178062167766369,39,160
Авто Стори,2023-07-18 11:21,30.385865,59.892103,Тормозные системы,Akebono,5178062167766369,5,13000
РеалЪ,2023-02-25 17:48,30.205798,60.004455,Чай и кофе,Jacobs,5178062167766369,5,240
Barleone,2013-08-24 15:52,30.293232,59.959192,Одежда для дома,Calvin Klein,5178062167766369,52,3500
OBI,2022-06-25 19:57,30.349319,59.871277,Строительные материалы,Mapei,5488370975750887,26,3700
ТехноНИКОЛЬ,2020-10-18 15:58,30.526859,59.620811,Электрика,Hager,5488370975750887,33,4700
Перекрёсток,2013-08-25 13:37,30.248301,60.032337,Бакалея,Mivina,5209548803196177,18,100
Афоня,2021-06-05 12:39,30.507137,59.9086,Керамическая плитка,Paradyz,5209548803196177,57,1700
Максидом,2018-05-19 18:15,30.38423,60.002149,Садовый декор,Alpine Corporation,5209548803196177,5,22000
OBI,2018-11-29 19:52,30.518781,59.894747,Изоляционные материалы,Penoizol,5209548803196177,5,800
Телемаркет24,2017-06-25 15:22,30.210541,59.862431,Мониторы,NEC,5209548803196177,5,45000
Ситилинк,2025-03-24 08:45,30.394258,60.013589,3D-принтеры и аксессуары,Raise3D,5183631447141663,5,300000
Петрович,2018-06-29 17:54,30.507151,59.889037,Гипсокартон и комплектующие,BauMit,5183631447141663,5,460
Elny,2024-02-21 21:13,30.359647,59.947369,Костюмы и пиджаки,Canali,5183631447141663,24,70000
Лемана Про,2023-11-17 23:45,30.273169,60.073772,Изоляционные материалы,Saint-Gobain,5183631447141663,15,1800
Авто Стори,2017-06-27 22:34,30.385865,59.892103,Тормозные системы,EBC Brakes,4483430486649401,44,14000
Дикси,2013-01-14 14:13,30.285342,59.940489,Соусы и приправы,Lea & Perrins,4483430486649401,69,170
Автотрейд,2013-05-16 11:53,30.382332,59.889032,Трансмиссии,Magna,4483430486649401,5,125000
Пятёрочка,2022-01-25 13:46,30.307346,59.961332,Масла и жиры,Росмасло,4483430486649401,11,130
Азбука вкуса,2016-02-11 20:20,30.272869,59.967178,Безалкогольные напитки,Gatorade,4023127424436145,5,150
StoreDima,2012-09-03 13:55,30.32422,59.929012,Системы безопасности,Vivint,4023127424436145,43,26000
Лемана Про,2015-08-19 14:34,30.09623,59.851937,Гипсокартон и комплектующие,BelGips,4023127424436145,5,340
VAG Club,2017-04-17 10:12,30.444139,60.000501,Подвеска и рулевое управление,Moog,5484207323881600,13,12500
Сатурн,2013-04-22 19:10,29.892184,59.881107,Системы водоснабжения,Rehau,5484207323881600,5,20000
StoreDima,2016-03-26 20:08,30.32422,59.929012,Мониторы,Samsung,5484207323881600,34,30000
Сатурн,2022-04-23 21:17,30.107603,59.785984,Фасадные материалы,Baumit,5458071870404322,37,1150
restore,2017-01-03 16:46,30.445639,59.980758,Телевизоры,Westinghouse,5458071870404322,17,23000
ТехноНИКОЛЬ,2024-10-31 14:07,30.433004,59.898045,Системы безопасности,Hikvision,5458071870404322,5,30000
DNS,2016-08-11 14:41,30.261444,59.851368,Устройства умного дома,Sengled,5458071870404322,5,20000
OBI,2023-09-29 10:48,30.147238,59.993572,Краски и лаки,Krafor,4245442837089857,5,1800
Мастеровой,2013-09-12 21:48,30.313991,59.926244,Декоративные элементы,Bostik,4245442837089857,24,2500
Дизель спот,2015-06-16 22:46,30.468788,59.960016,Автомобильные аксессуары,Thule,4245442837089857,5,15000
GATE31,2024-08-16 20:13,30.346968,59.918223,Часы и украшения,Motorola,4245442837089857,5,22000
Афоня,2018-11-23 23:49,30.387845,60.00248,Освещение,Acuity Brands,4893472285138200,11,2100
VAG Club,2012-11-23 22:53,30.444139,60.000501,Шины и диски,Continental,4023112410699186,32,11500
Дизель спот,2020-02-25 14:55,30.468788,59.960016,Подвеска и рулевое управление,Centric,4023112410699186,5,12000
М.Видео,2012-05-03 20:11,30.407019,60.03865,Электронные книги,Likebook,4023112410699186,23,11000
PisterGSM,2012-06-28 10:43,30.36603,59.932429,Ноутбуки,Razer,4023112410699186,5,85000
Пятёрочка,2020-01-08 18:17,30.486184,59.88511,Молочные продукты,Chudo,4279476073867533,16,85
DreamWhite,2012-08-20 15:21,30.304204,59.960815,Одежда для беременных,Ingrid & Isabel,4279476073867533,5,4200
Дикси,2012-11-30 11:48,30.315406,59.961436,Детское питание,Gerber,4279476073867533,38,140
Пятёрочка,2016-03-23 16:43,30.348199,59.931213,Продукты для вегетарианцев,Dr. Praeger's,5469017711565157,28,290
СтройХаус,2014-09-26 08:59,30.436413,59.946501,Гипсокартон и комплектующие,ISOVER,5469017711565157,31,500
Автотрейд,2022-06-09 17:01,30.382569,59.889669,Электрооборудование,Beru,5469017711565157,26,7500
М-Стерео,2018-07-01 22:58,30.355453,59.938372,Телефоны и оборудование для стационарной связи,Cisco,5469017711565157,5,10000
Ашан,2013-04-10 14:11,30.25689,59.990167,Чай и кофе,Lavazza,5469017711565157,43,300
Elny,2017-05-01 09:26,30.268161,59.849699,Верхняя одежда,Canada Goose,4023127386560994,5,60000
DNS,2014-04-18 21:25,30.492643,59.895078,Программное обеспечение,Dassault Systèmes,4023127386560994,12,210000
М.Видео,2013-03-27 10:52,30.511585,59.894069,Планшеты,Lenovo,4023112842350636,41,30000
GATE31,2021-01-29 20:53,30.345298,59.930685,Рубашки и блузы,GAP,4023112842350636,23,3000
Автотрейд,2014-07-10 12:18,30.382569,59.889669,Шины и диски,Continental,4023112842350636,31,11500
VAG Club,2013-01-18 09:26,30.444139,60.000501,Тормозные системы,Brembo,4023112842350636,5,15000
Ашан,2017-06-16 01:26,30.401603,59.899487,Снеки и чипсы,Utz,6768450395222337,50,140
Babochka,2013-05-16 13:14,30.329989,59.935103,Женская одежда,Massimo Dutti,6768450395222337,5,4500
М.Видео,2025-02-27 11:49,30.583023,59.740675,Дроны и робототехника,EHang,6768450395222337,8,110000
Дон Телефон,2023-01-15 15:16,30.321769,59.927084,Аудиооборудование,KEF,6768450395222337,42,52000
Eurospar,2022-11-20 17:55,30.317453,59.977141,Продукты для спортсменов,MuscleTech,6768450395222337,5,3200
Дон Телефон,2021-12-26 10:37,30.320953,59.927913,Программируемые устройства,Micro:bit,4023126994617440,5,2500
Петрович,2012-06-11 18:15,30.507151,59.889037,Садовая техника,Sun Joe,4584507666859221,8,40000
Ситилинк,2024-09-20 12:57,30.27645,59.945846,Офисная техника,Microsoft,4584507666859221,5,43000
Babochka,2019-08-10 20:55,30.329209,59.793891,Аксессуары,Givenchy,4584507666859221,5,40000
Дизель спот,2016-09-09 13:07,30.235619,59.993021,Системы охлаждения,Behr Hella Service,4584507666859221,15,12000
Петрович,2012-07-11 14:51,30.165419,59.809854,Краски и лаки,Caparol,5185917361964532,18,2300
М.Видео,2021-09-24 19:44,30.248668,59.859074,Дроны и робототехника,Fat Shark,5185917361964532,5,45000
StoreDima,2014-07-18 14:41,30.32422,59.929012,Телефоны и оборудование для стационарной связи,Mitel,5185917361964532,5,8000
Телемаркет24,2012-12-20 21:20,30.355724,59.922592,Программное обеспечение,Adobe,4046675004270125,26,120000
РеалЪ,2019-04-05 17:38,30.26382,59.844596,Безалкогольные напитки,Schweppes,5472141030146265,11,120
Ашан,2022-11-27 18:25,30.350265,59.868921,Чай и кофе,Illy,5472141030146265,7,350
VAG Club,2014-09-01 13:25,30.22647,59.996275,Автосигнализации и охранные системы,KGB,5472141030146265,12,11000
OBI,2017-04-20 11:23,30.146803,59.993579,Садовый инвентарь,Black+Decker,4274444143623846,5,4000
Перекрёсток,2014-06-06 21:48,30.492694,59.895466,Орехи и сухофрукты,Bombbar,5484764594355063,11,430
Дизель спот,2017-11-21 21:45,30.444036,59.950531,Двигатели и компоненты,Magneti Marelli,5484764594355063,5,100000
Ситилинк,2021-02-06 19:19,30.310467,59.956978,Телефоны и оборудование для стационарной связи,Grandstream,5484764594355063,32,7500
Магнит,2019-03-20 09:40,30.315303,59.925888,Здоровое питание,BioGourmet,5443695554740165,17,400
Мастеровой,2020-04-18 09:45,30.314322,59.926366,Сантехника,Roca,5443695554740165,7,15000
Телемаркет24,2023-09-22 22:16,30.473981,59.946175,Ноутбуки,Asus,5443695554740165,5,55000
Дон Телефон,2023-11-24 08:27,30.320953,59.927913,Носимая электроника,Samsung,4061497113970369,5,30000
Сатурн,2017-08-11 11:51,30.285074,59.926201,Системы водоснабжения,Geberit,5449620819865875,12,22000
Автотрейд,2018-02-21 11:19,30.382332,59.889032,Трансмиссии,Getrag,5449620819865875,5,135000
PisterGSM,2015-06-05 18:40,30.36603,59.932429,Дроны и робототехника,AEE,5449620819865875,22,55000
Elny,2022-06-01 14:31,30.378002,59.83122,Одежда для йоги,Nike,5183637958469482,5,6000
Телемаркет24,2020-02-13 12:37,30.424798,60.048503,Накопители данных,Samsung,5183637958469482,23,7000
restore,2019-05-27 15:02,30.320493,59.926461,Носимая электроника,Samsung,5183637958469482,11,30000
PisterGSM,2024-10-17 11:42,30.36603,59.932429,Устройства умного дома,Arlo,5275762434441768,5,35000
Дикси,2021-01-17 09:37,30.305306,59.924337,Детское питание,Gerber,5275762434441768,5,140
DNS,2014-04-11 20:16,30.47255,59.864412,Принтеры и сканеры,Ricoh,5275762434441768,18,28000
Авто Стори,2013-11-18 22:46,30.385865,59.892103,Подвеска и рулевое управление,Dorman,5275762434441768,23,9500
VAG Club,2022-08-23 16:20,30.444139,60.000501,Шины и диски,General Tire,5275762434441768,9,9000
Автотрейд,2021-12-26 17:47,30.382569,59.889669,Автозвук и мультимедиа,MTX Audio,5543865952603462,5,13000
М.Видео,2022-02-03 23:57,30.272001,60.002106,Носимая электроника,Misfit,5543865952603462,5,18000
Дон Телефон,2015-11-15 16:50,30.320953,59.927913,Программируемые устройства,Atmel,5543865952603462,45,3800
Barleone,2019-11-10 22:44,30.293232,59.959192,Одежда для особых случаев,Alexander McQueen,5543865952603462,5,300000
Дикси,2020-11-14 09:54,30.347981,59.929281,Напитки,Vittel,5448998621745415,7,100
Петрович,2025-03-09 17:15,30.487132,59.753165,Мебель для ванной,Jacob Delafon,5448998621745415,16,27000
Автотрейд,2014-06-27 17:08,30.235785,59.992793,Автомобильные лампы и освещение,Hella,5448998621745415,25,1700
СтройХаус,2024-11-15 15:28,30.249159,59.987033,Садовая мебель,Life Outdoor Living,5420498467872326,24,52000
restore,2013-06-28 20:41,30.317006,59.820927,3D-принтеры и аксессуары,Monoprice,5420498467872326,18,25000
Дикси,2014-10-22 15:07,30.365804,59.93078,Готовые блюда,Knorr,5420498467872326,25,140
Лемана Про,2018-10-01 20:56,30.434084,60.02765,Декоративные элементы,IKEA,4779323934550901,24,1500
Дон Телефон,2018-08-19 08:20,30.321769,59.927084,Электронные книги,Kobo,4779323934550901,5,9000
Авто Стори,2023-10-14 07:01,30.385865,59.892103,Автосигнализации и охранные системы,Hornet,4779323934550901,5,21000
СтройХаус,2012-07-13 11:55,30.249342,60.034898,Крепеж и метизы,Fischer,4279610192001942,5,4000
Ашан,2020-11-09 13:16,30.25689,59.990167,Бакалея,Hercules,4279610192001942,5,120
РеалЪ,2022-01-12 16:08,30.215647,60.103913,Диетические продукты,Atkins,5559571589323631,24,1600
Ашан,2023-09-22 19:04,30.457308,59.778,Детское питание,Gerber,5458072629091845,5,140
restore,2015-05-01 11:03,30.355066,59.987391,Носимая электроника,Fossil,5536913309442052,5,22000
ТехноНИКОЛЬ,2018-04-20 21:49,30.526859,59.620811,Садовая мебель,Manutti,5536913309442052,5,70000
StoreDima,2021-10-03 12:55,30.32422,59.929012,Программируемые устройства,Parallax,5479276218158009,52,3400
DreamWhite,2017-12-21 10:09,30.332892,59.792867,Спортивная одежда,Fila,5479276218158009,55,5000
РеалЪ,2016-09-30 18:19,30.220267,59.903342,Продукты для вегетарианцев,Violife,5479276218158009,7,270
Babochka,2017-09-03 14:36,30.379816,59.925405,Верхняя одежда,Columbia,5479276218158009,47,18000
ТехноНИКОЛЬ,2015-03-19 15:02,30.526859,59.620811,Окна и двери,Montblanc,5479276218158009,21,26000
Barleone,2021-02-27 15:46,30.293232,59.959192,Одежда для дома,Bershka,4279996527193471,33,1600
Ситилинк,2024-06-29 16:23,30.369238,59.810188,Планшеты,Dell,4279996527193471,5,50000
Автотрейд,2022-07-16 20:13,30.382569,59.889669,Трансмиссии,Schaeffler,4279996527193471,5,130000
GATE31,2018-07-03 16:34,30.345298,59.930685,Одежда для йоги,Adidas,4279996527193471,8,6000
Пятёрочка,2022-12-26 09:30,30.333794,59.922979,Товары для выпечки,Krusteaz,4023121824653419,5,115
Перекрёсток,2016-10-25 22:40,30.360907,59.926745,Снеки и чипсы,Herr's,4023121824653419,5,140
Авто Стори,2023-01-04 12:52,30.385865,59.892103,Электрооборудование,Hitachi,4245443689414571,21,14500
GATE31,2016-08-16 10:38,30.319385,59.930106,Спортивная одежда,Champion,5482692633801433,9,5500
Ашан,2013-05-30 11:41,30.401603,59.899487,Сладости и десерты,Haribo,5482692633801433,5,200
Eurospar,2018-05-20 12:33,30.312662,60.052691,Молочные продукты,Valio,5482692633801433,5,95
VAG Club,2022-09-16 10:00,30.22647,59.996275,Автомобильные масла и жидкости,Petronas,4245446310311689,5,2600
Петрович,2016-07-10 16:44,30.417173,59.861651,Гипсокартон и комплектующие,KNAUF Insulation,4061496631048233,28,490
Авто Стори,2020-10-22 16:03,30.385865,59.892103,Двигатели и компоненты,Motorcraft,4061496631048233,28,95000
DNS,2021-10-21 20:16,30.265557,59.879634,Программное обеспечение,SAP,4061496631048233,5,250000
DNS,2014-09-30 21:42,30.210136,60.000317,Устройства виртуальной и дополненной реальности,HTC,4061496631048233,5,45000
DNS,2019-01-25 20:27,30.47365,59.950769,Дроны и робототехника,AEE,4061496631048233,34,55000
GATE31,2014-11-01 13:39,30.360159,59.943736,Одежда для работы,Eddie Bauer,4274298867390978,5,8500
Афоня,2021-10-02 11:23,30.345783,60.093526,Крепеж и метизы,Simpson Strong-Tie,5484383623333383,44,4700
Перекрёсток,2016-12-07 22:14,30.371049,59.882592,Супы и бульоны,365 Everyday Value,5484383623333383,29,150
Babochka,2022-08-21 10:31,30.379816,59.925405,Обувь,New Balance,5484383623333383,5,9000
Пятёрочка,2015-04-10 21:44,30.315796,59.877563,Диетические продукты,MuscleTech,5484383623333383,27,2000
DreamWhite,2024-05-03 21:07,30.370335,59.938003,Обувь,Fila,5268733835527369,5,6500
Eurospar,2012-09-14 21:01,29.957028,60.092458,Безалкогольные напитки,7 Up,5268733835527369,21,90
М.Видео,2019-09-18 14:34,30.217905,59.98599,Системы безопасности,Fortress Security,5268733835527369,36,12000
Elny,2016-06-24 10:43,30.378002,59.83122,Футболки и майки,Diesel,5488371375123422,5,3800
Авто Стори,2015-03-12 20:02,30.385865,59.892103,Автозвук и мультимедиа,Planet Audio,5488371375123422,5,13000
Barleone,2022-02-21 12:56,30.293232,59.959192,Платья и юбки,Sinsay,5488371375123422,5,2500
VAG Club,2022-03-28 21:47,30.444139,60.000501,Автомобильные лампы и освещение,Philips,5488371375123422,5,1500
PisterGSM,2016-09-14 18:25,30.36603,59.932429,Кабели и адаптеры,Anker,5479305346165675,5,1500
OBI,2022-02-12 20:10,30.146803,59.993579,Садовые постройки,Shire,5479305346165675,5,38000
Авто Стори,2021-08-19 14:40,30.47283,59.885293,Двигатели и компоненты,ACDelco,5543864676564414,5,80000
Дизель спот,2014-09-22 18:33,30.468788,59.960016,Шины и диски,Nexen,5458077949840610,59,7000
Авто Стори,2025-01-18 15:36,30.385865,59.892103,Автосигнализации и охранные системы,Convoy,5458077949840610,19,10000
Магнит,2022-09-30 22:06,30.318072,59.911203,Органические продукты,Amy's Kitchen,5458077949840610,42,200
Ситилинк,2016-10-12 18:08,30.318108,59.787765,Устройства виртуальной и дополненной реальности,Pimax,5458077949840610,5,60000
Barleone,2015-08-25 16:56,30.293232,59.959192,Платья и юбки,Forever 21,5458077949840610,5,3200
Сатурн,2024-06-17 23:02,30.478427,59.858923,Кровельные материалы,Grand Line,4658829992162674,60,1900
VAG Club,2021-08-06 18:49,30.22647,59.996275,Подвеска и рулевое управление,Corteco,4658829992162674,5,10000
Дикси,2024-12-15 20:36,30.351978,59.963083,Чай и кофе,Nescafe,4658829992162674,9,250
Лемана Про,2014-05-18 14:12,30.434084,60.02765,Освещение,TCP,4658829992162674,14,900
Афоня,2020-11-17 14:24,30.465252,59.880264,Изоляционные материалы,Baswool,4658829992162674,5,900
Дизель спот,2023-01-13 22:57,30.468788,59.960016,Системы охлаждения,Crown Automotive,5291683774159709,5,13000
Дизель спот,2023-06-21 23:53,30.468788,59.960016,Автозвук и мультимедиа,JBL,5291683774159709,19,16000
СтройХаус,2022-09-19 17:12,30.478379,60.015703,Садовый инвентарь,DeWalt,5291683774159709,13,5800
Авто Стори,2017-05-10 15:06,30.385865,59.892103,Шины и диски,General Tire,5268233762197214,5,9000
GATE31,2013-12-05 23:38,30.319385,59.930106,Сумки и рюкзаки,Burberry,5268233762197214,5,130000
Дизель спот,2020-05-26 17:08,30.444036,59.950531,Двигатели и компоненты,Gates,5268233762197214,5,90000
Телемаркет24,2024-12-16 21:25,30.377959,59.830567,Настольные компьютеры,Razer,5268233762197214,5,110000
Сатурн,2024-12-14 18:56,30.351693,59.941615,Инструменты и оборудование,Kobalt,5479580928725789,5,17000
Мастеровой,2015-09-15 11:06,30.361738,59.943736,Системы отопления,Vaillant,5479580928725789,27,120000
Дизель спот,2013-12-10 22:04,30.468788,59.960016,Автомобильные масла и жидкости,Gulf,4279777572197181,28,2400
Максидом,2023-08-22 16:45,30.38423,60.002149,Крепеж и метизы,Mungo,4023121272979029,7,3100
GATE31,2018-07-03 16:29,30.319385,59.930106,Футболки и майки,Puma,4023121272979029,5,3000
DreamWhite,2013-06-22 15:44,30.332892,59.792867,Эко-одежда,Alternative Apparel,4023121272979029,5,7500
Магнит,2022-02-21 08:27,30.348349,59.912436,Готовые блюда,Сибирская коллекция,4023121272979029,7,270
Дизель спот,2015-11-24 12:35,30.468788,59.960016,Автосигнализации и охранные системы,StarLine,4023121272979029,23,20000
Porivay Suit,2022-06-20 10:18,30.348972,59.914947,Мужская одежда,Calvin Klein,5484456197448012,5,9500
Elny,2015-06-24 11:07,30.34682,59.832252,Головные уборы,New Era,5486731872381879,7,2700
GATE31,2024-02-06 21:20,30.346968,59.918223,Одежда для активного отдыха,Mountain Hardwear,5486731872381879,49,15000
Автотрейд,2020-05-21 14:17,30.382569,59.889669,Топливные системы,Walbro,5458072532720364,20,8500
М-Стерео,2023-07-07 22:21,30.355453,59.938372,Дроны и робототехника,BetaFPV,5458072532720364,18,35000
Porivay Suit,2024-03-21 16:11,30.356776,59.915184,Домашняя одежда,Tezenis,5458072532720364,23,1900
Elny,2019-06-05 11:26,30.378002,59.83122,Джинсы и брюки,G-Star RAW,4276371333228940,16,9000
Barleone,2018-08-22 08:39,30.293232,59.959192,Одежда для сна,Oysho,4276371333228940,31,2800
VAG Club,2022-07-06 20:36,30.22647,59.996275,Электрооборудование,Valeo,4276371333228940,14,13000
Пятёрочка,2021-06-25 15:41,30.367992,60.013444,Готовые блюда,Сытый папа,4276371333228940,5,220
Elny,2017-04-02 12:40,30.362365,59.933929,Одежда для беременных,Queen Bee Maternity,4276371333228940,17,4300
СтройХаус,2016-06-01 16:48,30.478379,60.015703,Инструменты и оборудование,Ridgid,5469110583246090,5,19000
Eurospar,2024-06-24 21:08,30.312662,60.052691,Продукты для диабетиков,HealthSmart Foods,5469110583246090,11,800
Лента,2018-03-01 19:08,30.337534,60.066472,Продукты для вегетарианцев,Violife,5469110583246090,5,270
OBI,2012-09-13 19:01,30.349319,59.871277,Напольные покрытия,Forbo,5469110583246090,6,2100
Дизель спот,2013-11-01 09:18,30.444036,59.950531,Системы охлаждения,Mahle,5469110583246090,14,13000
ТехноНИКОЛЬ,2013-12-31 09:48,30.432281,59.897979,Вентиляция и кондиционирование,Hisense,4023116476233158,5,82000
restore,2017-05-31 18:56,30.27508,59.941932,Программируемые устройства,Adafruit,5248953413889453,17,3500
GATE31,2014-10-25 20:11,30.319385,59.930106,Рубашки и блузы,Calvin Klein,5248953413889453,5,4000
Авто Стори,2012-07-21 13:51,30.47283,59.885293,Электрооборудование,Delphi,5248953413889453,9,11000
Barleone,2019-01-03 22:16,30.293232,59.959192,Джинсы и брюки,Lee,5469032261159064,5,4500
GATE31,2025-04-10 19:07,30.346968,59.918223,Женская одежда,Pull&Bear,5469032261159064,15,2400
Максидом,2016-01-28 13:14,30.386777,60.004162,Краски и лаки,Tikkurila,5469032261159064,5,2500
GATE31,2020-05-09 19:22,30.319385,59.930106,Джинсы и брюки,Abercrombie & Fitch,5469032261159064,32,5500
Телемаркет24,2025-03-19 13:16,30.355724,59.922592,Игровые консоли и аксессуары,Thrustmaster,5469032261159064,15,16000
ТехноНИКОЛЬ,2022-06-01 11:04,30.282577,60.073813,Садовая мебель,Gloster,4276088146441226,5,70000
restore,2013-04-19 13:16,30.355066,59.987391,Настольные компьютеры,iBUYPOWER,4276088146441226,5,95000
Дизель спот,2013-08-25 16:23,30.235619,59.993021,Автомобильные масла и жидкости,Elf,4276088146441226,43,2200
PisterGSM,2019-11-03 20:29,30.36603,59.932429,Устройства виртуальной и дополненной реальности,Pimax,4276088146441226,5,60000
DNS,2014-11-01 20:08,30.234808,59.949074,Мониторы,NEC,4276088146441226,22,45000
DNS,2021-11-04 12:06,30.226092,60.037187,Носимая электроника,Xiaomi,5458077768941667,5,15000
Авто Стори,2019-03-20 22:18,30.385865,59.892103,Системы охлаждения,Nissens,5458077768941667,5,12500
Ситилинк,2019-09-21 19:08,30.369238,59.810188,Принтеры и сканеры,Toshiba,5458077768941667,15,26000
OBI,2021-08-01 11:08,30.518781,59.894747,Системы безопасности,Securitas,5458077768941667,5,33000
М.Видео,2023-12-24 16:51,30.317233,59.881219,Электронные книги,Boyue,5458077768941667,5,5000
Лента,2024-07-27 12:08,30.227901,59.98466,Супы и бульоны,Amy's,4279138373362561,24,250
Ашан,2022-10-30 18:43,30.350945,59.869174,Напитки,Schweppes,4279138373362561,27,85
VAG Club,2017-06-05 20:44,30.444139,60.000501,Автомобильные аптечки и аварийные наборы,АВТОСПАС,4274090093461188,5,2000
Авто Стори,2025-01-24 22:32,30.385865,59.892103,Подвеска и рулевое управление,Febi,4274090093461188,5,10500
Дизель спот,2019-09-13 21:21,30.444036,59.950531,Трансмиссии,Magna,4274090093461188,14,125000
Лента,2017-10-04 06:55,30.293197,60.022536,Замороженные продукты,Marie Callender's,4274090093461188,5,450
VAG Club,2023-05-01 13:04,30.22647,59.996275,Двигатели и компоненты,Siemens VDO,4274090093461188,5,125000
VAG Club,2018-06-27 19:27,30.22647,59.996275,Автомобильные лампы и освещение,Lumen,5545627915893919,5,1500
Лента,2019-09-24 11:37,30.468139,59.85992,Снеки и чипсы,Tostitos,4226086713534475,18,190
Дон Телефон,2014-12-01 19:08,30.321769,59.927084,Носимая электроника,Fossil,4226086713534475,34,22000
StoreDima,2020-03-12 09:57,30.32422,59.929012,Автоэлектроника,Clarion,4023116430719567,5,12000
Автотрейд,2023-01-27 21:24,30.169871,59.815811,Топливные системы,Denso,4023116430719567,29,11000
Лента,2020-02-29 22:48,30.39892,59.798683,Готовые блюда,Hortex,4245423260649470,5,180
Eurospar,2019-07-27 18:35,30.34903,59.945452,Мясо и птица,Клинский мясокомбинат,4245423260649470,18,520
VAG Club,2017-03-16 20:30,30.22647,59.996275,Подвеска и рулевое управление,ACDelco,4245423260649470,15,11000
Авто Стори,2020-11-26 12:17,30.47283,59.885293,Шины и диски,Gislaved,4245423260649470,22,7500
StoreDima,2015-10-21 22:09,30.32422,59.929012,Автоэлектроника,JL Audio,4245423260649470,5,20000
М-Стерео,2018-01-16 16:53,30.367216,59.935317,Настольные компьютеры,MSI,4140764491415278,34,95000
Магнит,2018-08-17 05:50,30.270109,59.887799,Чай и кофе,Bushido,4140764491415278,55,320
Автотрейд,2024-06-03 13:50,30.235785,59.992793,Двигатели и компоненты,NGK,4140764491415278,5,85000
СтройХаус,2024-04-26 18:56,30.436413,59.946501,Сантехника,Vitra,6768033804768102,6,14000
Babochka,2017-05-15 20:41,30.379816,59.925405,Одежда для дома,Oysho,4908551748754240,5,1700
Дизель спот,2022-07-19 17:00,30.468788,59.960016,Подвеска и рулевое управление,ACDelco,4908551748754240,21,11000
РеалЪ,2018-04-21 10:51,30.422474,59.942593,Сладости и десерты,Lindt,4908551748754240,34,500
Петрович,2012-02-25 22:41,30.343252,60.062117,Садовая техника,Honda,4908551748754240,35,75000
Авто Стори,2021-02-24 13:40,30.47283,59.885293,Автомобильные лампы и освещение,Neolux,4908551748754240,5,1100
OBI,2022-10-08 17:01,30.382358,60.089826,Напольные покрытия,Pergo,4023112774846671,5,1600
Дон Телефон,2023-08-04 15:57,30.320953,59.927913,Устройства умного дома,Xiaomi,4023112774846671,13,25000
Barleone,2022-12-17 12:31,30.293232,59.959192,Джинсы и брюки,G-Star RAW,4023112774846671,33,9000
ТехноНИКОЛЬ,2014-12-26 21:37,30.282577,60.073813,Поливочные системы,Antelco,4023112774846671,7,8000
Лента,2019-08-05 13:15,30.470295,59.951686,Готовые блюда,Heinz,4023112774846671,17,160
Дон Телефон,2013-05-11 13:31,30.321769,59.927084,Телефоны и оборудование для стационарной связи,RCA,4226081200600633,5,5000
Петрович,2022-03-14 12:17,30.156532,59.585724,Декоративные элементы,Leroy Merlin,4658826315637715,9,1200
